,Flow,max_interpacket_interval,min_interpacket_interval,avg_interpacket_interval,sum_interpacket_interval,max_packet_length,min_packet_length,avg_packet_length,sum_packet_length,mode_packet_length,label
3239,30.225.90.83:59166<-->93.90.13.148:443,21.244713068008423,0.0001308917999267,1.7215426479067122,24.10159707069397,385,54,153.2,2298,54,normal
3240,16.223.111.103:443<-->8.121.45.138:59167,4.760098934173584,0.0,0.0889181058798263,5.957513093948364,1464,54,340.47058823529414,23152,54,normal
3241,170.102.94.95:443<-->20.8.215.43:59168,0.0193970203399658,0.0,0.0051477689009446,0.0669209957122802,1274,54,422.3571428571428,5913,54,normal
3242,168.51.136.3:59169<-->151.173.55.47:53,0.0157680511474609,0.0,0.0051293671131134,0.0410349369049072,150,54,70.88888888888889,638,54,normal
3243,96.56.130.227:59170<-->53.249.243.247:53,0.0203900337219238,0.0,0.0063241422176361,0.0505931377410888,147,54,70.55555555555556,635,54,normal
3244,233.231.167.157:59171<-->253.43.12.13:443,5.278784990310669,0.0,0.1420266565523649,5.397012948989868,1464,54,292.28205128205127,11399,54,normal
3245,56.117.14.229:59172<-->106.246.169.80:443,4.766284942626953,0.0,0.0986461729373572,5.228247165679932,1464,54,294.537037037037,15905,54,normal
3246,95.197.88.80:59173<-->178.166.142.110:53,0.0170300006866455,0.0,0.0056812465190887,0.0454499721527099,140,54,70.44444444444444,634,54,normal
3247,240.113.51.212:59174<-->38.146.15.156:53,0.0162818431854248,0.000119924545288,0.005954772233963,0.0476381778717041,150,54,71.55555555555556,644,54,normal
3248,21.55.241.150:59175<-->20.253.215.143:443,4.753788948059082,0.0,0.0971951709603363,5.151344060897827,1274,54,442.6666666666667,23904,54,normal
3249,28.182.83.126:59176<-->87.250.161.58:53,0.0183959007263183,0.0002789497375488,0.0071147382259368,0.0569179058074951,116,54,68.66666666666667,618,54,normal
3250,209.68.246.1:59177<-->134.15.215.174:53,0.0189239978790283,0.0,0.0064903795719146,0.0519230365753173,158,54,73.33333333333333,660,54,normal
3251,3.136.206.214:59178<-->154.215.239.119:443,4.595538854598999,0.0,0.0015858710939616,5.030383110046387,1464,54,1358.7655215884022,4311363,1464,normal
3252,162.165.200.210:59179<-->156.63.40.141:53,0.015528917312622,0.0,0.0062872469425201,0.0502979755401611,112,54,67.77777777777777,610,54,normal
3253,77.8.147.47:59180<-->190.217.77.193:53,0.0119509696960449,0.0,0.0050226151943206,0.0401809215545654,154,54,72.44444444444444,652,54,normal
3254,236.233.126.121:59181<-->241.219.112.136:53,0.0140459537506103,0.0,0.0054191350936889,0.0433530807495117,111,54,67.55555555555556,608,54,normal
3255,191.190.120.131:59182<-->178.0.122.1:53,0.0095281600952148,0.0,0.0035897493362426,0.0287179946899414,144,54,71.22222222222223,641,54,normal
3256,176.145.236.11:443<-->32.14.237.212:59183,0.0146450996398925,0.0,0.0038496971130371,0.0769939422607421,1274,54,315.5238095238095,6626,54,normal
3257,235.35.238.41:59184<-->92.185.175.4:443,1.110084056854248,0.0,0.0393978733765451,1.4971191883087158,1514,54,280.20512820512823,10928,54,normal
3258,135.115.250.85:443<-->188.82.19.94:59185,4.847579956054688,0.0,0.1225920014265107,5.0262720584869385,1274,54,314.1904761904762,13196,54,normal
3259,73.67.58.124:443<-->144.44.163.155:59186,0.0254349708557128,0.0,0.0042159123854203,0.092750072479248,1274,54,292.7826086956522,6734,54,normal
3260,68.163.198.146:443<-->114.244.87.230:59187,0.0146000385284423,0.0,0.0040758967399597,0.0815179347991943,1274,54,315.5238095238095,6626,54,normal
3261,39.201.244.32:443<-->29.105.85.63:59188,4.746003866195679,0.0,0.1161910711332809,4.996216058731079,1274,54,238.9318181818182,10513,54,normal
3262,35.241.213.144:59193<-->251.191.11.80:443,9.733170986175535,0.0,0.3091684356331825,9.89338994026184,1274,54,215.75757575757572,7120,54,normal
3263,203.249.139.44:443<-->115.240.109.56:59194,8.886567115783691,0.0,0.0498949947252951,9.130784034729004,1464,54,824.9836956521739,151797,1464,normal
3264,144.46.152.4:59195<-->178.4.150.79:443,8.597609996795654,0.0,0.2757614105939865,8.824365139007568,1274,54,245.42424242424244,8099,54,normal
3265,30.174.45.149:59196<-->154.193.160.155:443,8.041281938552856,0.0,0.204986572265625,8.199462890625,1464,54,295.4146341463415,12112,54,normal
3266,197.59.87.2:59209<-->174.240.118.28:443,9.747392892837524,0.0,0.3287431955337524,9.862295866012571,1274,54,224.74193548387095,6967,54,normal
3267,27.202.149.235:59210<-->160.66.101.166:443,8.584726095199585,0.0,0.2938063383102417,8.814190149307251,1274,54,256.61290322580646,7955,54,normal
3268,75.139.183.224:443<-->92.220.127.6:59211,5.953359842300415,0.0,0.1573842794467241,6.137986898422241,1464,54,322.95,12918,54,normal
3269,95.181.136.140:59212<-->195.52.42.228:53,0.0123310089111328,0.0,0.0043408572673797,0.034726858139038,103,54,65.77777777777777,592,54,normal
3270,111.5.183.63:59213<-->210.62.56.188:53,0.0148429870605468,0.0,0.0054868757724761,0.0438950061798095,138,54,69.66666666666667,627,54,normal
3271,216.194.6.121:59214<-->227.90.2.9:443,3.703139066696167,0.0,0.1604634225368499,3.8511221408844,1274,54,310.72,7768,54,normal
3272,74.172.213.117:59224<-->110.58.251.189:443,9.721750020980837,0.0,0.3276715278625488,9.830145835876465,1274,54,224.7741935483871,6968,54,normal
3273,69.142.9.27:59225<-->28.173.88.237:443,8.627530813217163,0.0,0.2818010930092104,8.735833883285522,1274,54,250.34375,8011,54,normal
3274,133.17.80.80:443<-->38.214.51.116:59226,8.292141914367676,0.0,0.2232364980798018,8.48298692703247,1464,54,332.20512820512823,12956,54,normal
3275,138.62.45.199:443<-->95.245.137.6:59227,8.167441844940186,0.0,0.252541057991259,8.333854913711548,1274,54,276.88235294117646,9414,54,normal
3276,18.45.234.162:59229<-->170.247.60.183:443,9.66352891921997,0.0,0.3260078032811482,9.780234098434448,1274,54,224.80645161290323,6969,54,normal
3277,165.53.16.33:59230<-->250.244.84.133:443,8.469885110855103,0.0,0.2997360311705491,8.692344903945923,1274,54,261.9,7857,54,normal
3278,94.191.115.201:59231<-->20.5.4.6:443,8.063504219055176,0.0,0.2002496079700749,8.210233926773071,1464,54,289.4047619047619,12155,54,normal
3279,38.253.234.224:59232<-->60.240.82.18:443,9.613967895507812,0.0,0.3043073117733001,9.737833976745604,1274,54,215.6969696969697,7118,54,normal
3280,169.185.206.178:59233<-->188.169.91.216:443,8.52558708190918,0.0,0.2706627771258354,8.661208868026733,1274,54,244.33333333333331,8063,54,normal
3281,158.154.130.180:59234<-->14.137.133.23:53,0.0140590667724609,0.0,0.0050244927406311,0.0401959419250488,184,54,74.88888888888889,674,54,normal
3282,163.143.194.37:59235<-->89.53.146.116:53,0.0119400024414062,0.0,0.0041021108627319,0.0328168869018554,139,54,69.88888888888889,629,54,normal
3283,251.13.10.58:59236<-->211.250.252.145:443,0.0151231288909912,0.0,0.0053539276123046,0.085662841796875,1274,54,362.4117647058824,6161,54,normal
3284,251.146.119.239:59237<-->83.19.140.147:443,5.406388998031616,0.0,0.1645360904581406,5.594227075576782,1464,54,519.4857142857143,18182,54,normal
3285,80.188.127.247:59240<-->230.200.252.184:443,2.49551010131836,0.0,0.173649263381958,2.60473895072937,1514,54,343.3125,5493,54,normal
3286,197.140.48.42:59247<-->117.170.146.196:443,44.95657801628113,0.0,2.647185542081532,201.1861011981964,1217,54,136.01298701298705,10473,54,normal
3287,241.154.236.196:59248<-->56.37.251.113:443,9.59239411354065,0.0,0.3130750963764806,9.705327987670898,1274,54,222.15625,7109,54,normal
3288,115.72.82.118:59249<-->159.67.22.67:443,159.45431804656982,0.0001578330993652,13.050639390945436,169.65831208229065,335,54,124.64285714285714,1745,54,normal
3289,238.240.101.123:59250<-->217.199.68.40:80,0.0414888858795166,0.0001089572906494,0.0157938684735979,0.1105570793151855,280,54,92.75,742,54,normal
3290,141.42.125.133:56890<-->49.13.202.176:443,0.1458280086517334,0.0,0.015795581481036,0.2685248851776123,1292,66,366.3888888888889,6595,66,normal
3291,58.69.92.147:59251<-->41.232.37.210:443,8.579746961593628,0.0,0.2791796807319887,8.65457010269165,1274,54,250.28125,8009,54,normal
3292,107.42.89.87:59252<-->189.79.4.167:443,9.715821027755736,0.0,0.1078819301393297,15.534997940063477,1294,54,967.0689655172414,140225,1294,normal
3293,41.20.86.173:59253<-->8.202.11.244:443,9.961858987808228,0.0,0.7765811562538147,15.531623125076294,1294,54,387.2857142857143,8133,54,normal
3294,195.135.182.162:59254<-->68.24.131.220:80,0.0530860424041748,7.104873657226562e-05,0.0218312740325927,0.1528189182281494,286,54,114.5,916,54,normal
3295,74.161.227.150:59255<-->197.220.234.167:80,0.0588209629058837,7.605552673339844e-05,0.0224027293069022,0.1568191051483154,282,54,100.5,804,54,normal
3296,195.181.99.143:59256<-->147.204.4.27:443,9.578566074371338,0.0,0.3226960659027099,9.6808819770813,1274,54,224.80645161290323,6969,54,normal
3297,193.217.84.172:59257<-->245.157.62.180:443,8.526685953140259,0.0,0.2617673657157204,8.638323068618774,1274,54,238.73529411764707,8117,54,normal
3298,222.37.10.15:59266<-->142.219.40.241:443,9.57519793510437,0.0,0.3227525949478149,9.682577848434448,1274,54,224.7741935483871,6968,54,normal
3299,36.63.99.114:59267<-->143.163.73.167:443,8.52158498764038,0.0,0.2701480910181999,8.644738912582397,1274,54,244.33333333333331,8063,54,normal
3300,60.6.231.79:59269<-->155.111.167.146:443,159.37091279029846,0.0001449584960937,13.04257108614995,169.55342411994934,383,54,134.35714285714286,1881,54,normal
3301,159.53.108.41:59270<-->61.204.102.52:443,159.37248492240906,0.0002028942108154,13.042465925216677,169.55205702781677,351,54,130.07142857142858,1821,54,normal
3302,12.183.179.120:59271<-->8.183.115.85:443,159.29411792755127,0.0001120567321777,11.303507137298585,169.55260705947876,335,54,112.8125,1805,54,normal
3303,66.191.93.111:59272<-->119.206.73.57:443,159.36855483055115,0.0001039505004882,13.042375546235304,169.55088210105896,311,54,120.35714285714286,1685,54,normal
3304,101.19.187.242:59273<-->71.184.225.116:80,0.0255489349365234,0.0,0.0100291456495012,0.0702040195465087,281,54,110.875,887,54,normal
3305,236.180.40.75:59274<-->224.74.146.182:80,0.0266439914703369,0.0,0.0099815641130719,0.0698709487915039,281,54,98.375,787,54,normal
3306,55.228.42.247:59275<-->0.45.68.2:80,0.0743448734283447,9.083747863769533e-05,0.0141666730244954,0.1275000572204589,346,54,108.3,1083,54,normal
3307,4.252.131.153:59276<-->222.157.208.250:80,0.027472972869873,0.0,0.0096914087023053,0.0678398609161377,281,54,111.875,895,54,normal
3308,0.147.179.80:59278<-->156.241.194.134:443,157.3501591682434,0.0001988410949707,12.885903615217943,167.51674699783325,351,54,122.35714285714286,1713,54,normal
3309,63.24.32.142:59279<-->95.138.65.157:80,0.0262770652770996,0.0,0.0108851364680698,0.0761959552764892,280,54,95.75,766,54,normal
3310,253.159.62.98:59288<-->152.43.170.49:443,9.511306047439575,0.0,0.3215184926986694,9.645554780960085,1274,54,224.06451612903223,6946,54,normal
3311,70.135.231.81:59289<-->68.138.230.168:443,8.490528106689453,0.0,0.2608571558287649,8.608286142349243,1274,54,240.0,8160,54,normal
3312,32.25.69.251:59290<-->82.78.237.48:443,0.0152139663696289,0.0001201629638671,0.006987190246582,0.0349359512329101,66,54,56.66666666666666,340,54,normal
3313,84.20.17.115:59291<-->224.128.209.200:443,9.506089925765991,0.0,0.3694388499626747,9.60541009902954,1274,54,250.07407407407408,6752,54,normal
3314,118.238.136.130:59292<-->184.215.102.219:443,8.4304780960083,0.0,0.275987317485194,8.555606842041016,1274,54,250.34375,8011,54,normal
3315,196.104.86.16:59293<-->172.237.169.248:53,0.0088329315185546,0.0,0.0031905174255371,0.0255241394042968,105,54,66.22222222222223,596,54,normal
3316,41.196.83.21:59294<-->41.252.51.253:53,0.0135838985443115,0.0,0.0042154524061414,0.0379390716552734,138,54,68.3,683,54,normal
3317,76.87.108.43:443<-->248.193.93.159:59295,3.593229055404663,0.0,0.0672104285313532,4.368677854537964,1464,54,342.6666666666667,22616,54,normal
3318,48.39.147.216:59296<-->255.195.111.166:443,4.080717086791992,0.0,0.1093475002991525,4.155205011367798,1464,54,292.79487179487177,11419,54,normal
3319,119.255.97.94:59297<-->246.31.249.194:443,152.9423348903656,0.0001838207244873,12.548546075820925,163.131098985672,383,54,127.78571428571428,1789,54,normal
3320,75.38.167.103:59298<-->85.56.26.1:80,0.0264379978179931,0.0,0.0109714439937046,0.0768001079559326,318,54,118.375,947,54,normal
3321,73.185.119.28:59299<-->78.103.126.83:443,3.6042888164520255,0.0,0.0748612835722149,3.9676480293273926,1464,54,296.5,16011,54,normal
3322,186.90.217.200:59300<-->128.155.141.170:443,3.6045169830322266,0.0,0.0683963298797607,3.966987133026123,1274,54,491.8135593220339,29017,54,normal
3323,161.49.254.99:59301<-->10.25.137.157:53,0.0113358497619628,0.0,0.0038391351699829,0.0307130813598632,116,54,68.66666666666667,618,54,normal
3324,39.55.86.60:59302<-->60.124.70.241:53,0.0108249187469482,0.0,0.0038531422615051,0.030825138092041,158,54,73.33333333333333,660,54,normal
3325,164.185.17.95:59303<-->215.73.102.11:443,2.6387240886688232,0.0,0.0009985190161924,3.840304136276245,1464,54,1266.3766571354302,4871751,1464,normal
3326,254.106.13.148:59304<-->92.74.232.79:443,9.46831488609314,0.0,0.3190764665603637,9.572293996810911,1274,54,224.7741935483871,6968,54,normal
3327,79.127.121.230:59305<-->142.16.25.60:443,9.36432695388794,0.0,0.4328731406818736,9.52320909500122,1274,54,354.5652173913044,8155,54,normal
3328,48.127.120.123:59306<-->214.130.218.131:443,8.381078004837036,0.0,0.2655827179551124,8.498646974563599,1274,54,243.66666666666663,8041,54,normal
3329,21.19.102.148:59307<-->115.10.78.207:443,2.6242449283599854,0.0,0.0608824556524103,3.3485350608825684,1464,54,346.23214285714283,19389,54,normal
3330,252.120.173.216:80<-->111.215.109.244:59312,60.51805806159973,0.0008130073547363,12.136110591888428,60.68055295944214,311,54,98.83333333333331,593,54,normal
3331,158.217.176.100:59312<-->39.198.183.31:80,60.60397291183472,0.0,20.216854651769,60.65056395530701,338,54,128.0,512,54,normal
3332,194.211.249.78:59315<-->197.83.46.181:80,60.42501211166382,0.0,5.047026177247365,60.564314126968384,340,54,140.46153846153845,1826,54,normal
3333,55.122.106.29:59316<-->93.134.23.141:80,60.34242796897888,0.0001900196075439,6.721238560146755,60.4911470413208,277,54,98.7,987,54,normal
3334,207.121.158.63:59319<-->209.49.217.158:443,2.2203471660614014,0.0,0.154474131266276,2.3171119689941406,1514,54,343.3125,5493,54,normal
3335,41.221.254.139:59320<-->250.254.18.247:80,60.240718126297,0.0001511573791503,6.71172300974528,60.40550708770752,317,54,105.4,1054,54,normal
3336,65.76.180.31:59321<-->121.80.41.107:80,60.16246700286865,0.0001688003540039,6.699076334635417,60.29168701171875,276,54,99.3,993,54,normal
3337,86.57.143.171:59322<-->114.120.85.23:80,60.053897857666016,0.0001289844512939,6.69128065639072,60.22152590751648,454,54,132.3,1323,54,normal
3338,0.112.36.226:59323<-->72.126.195.31:80,59.97732901573181,0.0001740455627441,6.6808953285217285,60.12805795669556,317,54,105.4,1054,54,normal
3339,4.109.73.196:59324<-->125.56.60.154:443,9.465301036834717,0.0,0.3179267644882202,9.537802934646606,1274,54,224.7741935483871,6968,54,normal
3340,173.168.195.87:59325<-->247.183.159.21:443,8.360229015350342,0.0,0.2569021167177142,8.47776985168457,1274,54,238.73529411764707,8117,54,normal
3341,178.143.98.46:59326<-->57.42.113.102:443,9.391295909881592,0.0,0.3163419008255005,9.490257024765016,1274,54,224.80645161290323,6969,54,normal
3342,111.31.204.23:59327<-->60.221.135.111:443,8.316941022872925,0.0,0.2721377111250354,8.436269044876099,1274,54,250.28125,8009,54,normal
3343,125.58.248.35:443<-->233.204.65.11:59328,5.49195408821106,0.0,0.144909693644597,5.651478052139282,1464,54,325.175,13007,54,normal
3344,123.118.20.253:59329<-->236.143.163.144:53,0.0093388557434082,0.0,0.0035323798656463,0.0282590389251709,112,54,67.77777777777777,610,54,normal
3345,190.99.254.254:59330<-->91.24.116.75:53,0.0128591060638427,0.0,0.0047572553157806,0.0380580425262451,154,54,72.44444444444444,652,54,normal
3346,227.135.17.67:443<-->159.120.215.222:59331,5.337532997131348,0.0,0.1572354861668178,5.503242015838623,1274,54,265.05555555555554,9542,54,normal
3347,151.6.223.83:59340<-->190.233.23.134:443,8.993177890777588,0.0,0.30171639919281,9.051491975784302,1274,54,224.7741935483871,6968,54,normal
3348,227.226.217.218:59341<-->213.249.216.12:443,8.312879085540771,0.0,0.2902427295158649,8.417039155960083,1274,54,261.9,7857,54,normal
3349,224.132.189.2:59342<-->18.227.112.118:443,2.294593095779419,0.0,0.1648207064028139,4.450159072875977,1514,54,271.6428571428572,7606,54,normal
3350,11.98.213.93:59343<-->210.162.227.69:53,0.0164799690246582,0.0,0.0053267478942871,0.0426139831542968,115,54,68.44444444444444,616,54,normal
3351,86.213.248.52:59344<-->71.164.115.39:53,0.0153820514678955,0.0001192092895507,0.0055156350135803,0.0441250801086425,148,54,72.11111111111111,649,54,normal
3352,68.115.121.34:443<-->133.15.57.247:59345,6.070824146270752,0.0,0.1679652703774942,6.214715003967285,1464,54,337.1842105263158,12813,54,normal
3353,126.242.245.134:59346<-->202.229.146.73:443,3.2957088947296143,0.0,0.0846738517284393,3.386954069137573,1464,54,294.5853658536585,12078,54,normal
3354,58.229.104.103:59349<-->70.159.135.106:443,9.355540990829468,0.0,0.3037450313568115,9.416095972061155,1274,54,220.5625,7058,54,normal
3355,190.141.232.204:59358<-->242.254.163.162:443,7.843257188796997,0.0,0.2577002894493841,7.988708972930908,1274,54,250.28125,8009,54,normal
3356,122.26.230.144:59359<-->42.71.146.161:443,9.332948207855225,0.0,0.3034007472376669,9.405423164367676,1274,54,220.78125,7065,54,normal
3357,113.219.169.13:59360<-->27.106.70.82:443,8.252223014831543,0.0,0.2702012523528068,8.376238822937012,1274,54,250.28125,8009,54,normal
3358,129.211.12.168:59361<-->85.147.34.125:53,0.0125458240509033,0.0,0.0046238601207733,0.0369908809661865,111,54,67.55555555555556,608,54,normal
3359,191.17.244.154:59362<-->112.229.92.48:53,0.0125510692596435,0.0,0.0047502517700195,0.0380020141601562,144,54,71.22222222222223,641,54,normal
3360,163.17.65.221:443<-->37.253.35.13:59363,8.019204139709473,0.0,0.2394398240482106,8.14095401763916,1464,54,305.6857142857143,10699,54,normal
3361,113.68.112.219:59364<-->168.211.37.125:443,7.5346760749816895,0.0,0.3384945185288139,7.78537392616272,1464,54,403.375,9681,54,normal
3362,222.74.33.68:59365<-->216.74.96.170:443,9.265079975128174,0.0,0.3126247644424438,9.378742933273315,1274,54,224.80645161290323,6969,54,normal
3363,135.44.142.183:59366<-->196.123.94.35:443,8.215730905532837,0.0,0.269135259812878,8.343193054199219,1274,54,250.28125,8009,54,normal
3364,82.237.3.17:59369<-->244.29.228.43:443,2.730254888534546,0.0,0.1884284655253092,2.8264269828796387,1514,54,343.375,5494,54,normal
3365,205.151.229.104:59376<-->91.172.211.168:443,9.256896018981934,0.0,0.3116487979888916,9.349463939666748,1274,54,224.74193548387095,6967,54,normal
3366,84.138.0.184:59377<-->142.249.200.76:443,8.174674987792969,0.0,0.2673504198751142,8.28786301612854,1274,54,250.34375,8011,54,normal
3367,121.40.58.105:59380<-->30.124.20.140:443,5.17461895942688,0.0,0.2424756830388849,5.334465026855469,1274,54,354.4782608695652,8153,54,normal
3368,203.171.187.113:59383<-->26.91.214.114:443,9.224215984344482,0.0,0.3107036272684733,9.3211088180542,1274,54,224.7741935483871,6968,54,normal
3369,198.148.172.220:59384<-->69.82.129.1:443,8.168720960617065,0.0,0.2851303856948326,8.268781185150146,1274,54,261.9,7857,54,normal
3370,63.200.204.173:59385<-->23.222.227.12:443,60.20248103141785,0.0,2.9016822717957576,171.1992540359497,1514,54,280.4833333333333,16829,54,normal
3371,187.129.52.84:59386<-->100.212.211.37:443,9.175241947174072,0.0,0.3095981359481811,9.287944078445436,1274,54,224.7741935483871,6968,54,normal
3372,75.198.116.129:59387<-->177.168.204.175:443,8.120929956436157,0.0,0.2576377168297767,8.244406938552856,1274,54,244.33333333333331,8063,54,normal
3373,233.163.192.70:443<-->59.169.171.110:59396,2.909854888916016,0.0,0.0573938149672288,3.730597972869873,1464,54,343.0757575757576,22643,54,normal
3374,159.101.114.97:59397<-->251.153.4.12:443,3.372000932693481,0.0,0.0957490302420951,3.5427141189575195,1464,54,298.8157894736842,11355,54,normal
3375,184.216.29.36:59398<-->22.233.96.231:443,21.86603784561157,0.0,2.747490882873535,21.97992706298828,401,54,121.0,1089,54,normal
3376,55.19.228.24:59399<-->98.162.23.146:53,0.014333963394165,0.0,0.005149483680725,0.0411958694458007,140,54,70.44444444444444,634,54,normal
3377,161.38.130.159:59400<-->120.88.221.227:53,0.0097618103027343,0.0,0.0034572482109069,0.0276579856872558,150,54,71.55555555555556,644,54,normal
3378,119.51.27.129:59401<-->57.34.69.64:443,2.930061101913452,0.0,0.0637951539112971,3.317348003387451,1464,54,309.0188679245283,16378,54,normal
3379,51.33.104.45:59402<-->22.237.169.63:443,2.935637950897217,0.0,0.0732876459757487,3.2979440689086914,1274,54,315.8478260869565,14529,54,normal
3380,82.1.0.188:59403<-->142.87.130.214:53,0.0091640949249267,0.0,0.0035670101642608,0.0285360813140869,115,54,68.44444444444444,616,54,normal
3381,39.79.199.215:59404<-->131.1.241.98:53,0.0141479969024658,0.0,0.004126681221856,0.0371401309967041,157,54,71.2,712,54,normal
3382,138.139.163.75:59405<-->172.138.97.235:443,21.7299280166626,0.0,0.0147856024185402,82.34101986885071,1464,54,1316.6635547576302,7333816,1464,normal
3383,213.51.49.55:59406<-->73.122.79.59:443,9.157866954803469,0.0,0.3087925990422567,9.2637779712677,1274,54,224.74193548387095,6967,54,normal
3384,97.27.128.195:59407<-->103.31.37.11:443,8.080204010009766,0.0,0.2653641316198533,8.226288080215454,1274,54,250.28125,8009,54,normal
3385,159.228.188.109:59418<-->253.143.195.198:443,9.13332986831665,0.0,0.329670250415802,9.230767011642456,1274,54,236.5862068965517,6861,54,normal
3386,81.162.43.154:59419<-->217.78.248.223:53,0.1048600673675537,0.0,0.0164856314659118,0.1318850517272949,131,54,68.44444444444444,616,54,normal
3387,201.80.136.142:59420<-->41.126.5.109:53,0.1043879985809326,0.0,0.0165393650531768,0.132314920425415,144,54,69.88888888888889,629,54,normal
3388,129.190.188.26:59421<-->127.17.226.58:443,8.300961971282959,0.0,0.2157281545492319,8.413398027420044,1464,54,301.35,12054,54,normal
3389,44.252.44.162:59422<-->64.171.164.14:443,8.074587106704712,0.0,0.2642643605509112,8.192195177078247,1274,54,250.34375,8011,54,normal
3390,28.134.16.209:59423<-->20.219.198.148:443,147.04488801956177,0.0001840591430664,12.09412461060744,157.22361993789673,411,54,123.5,1729,54,normal
3391,189.168.223.88:59424<-->69.182.124.128:80,0.0263340473175048,0.0,0.0107142925262451,0.0750000476837158,281,54,110.375,883,54,normal
3392,236.117.28.194:59425<-->246.15.84.78:443,9.098359823226929,0.0,0.3065826018651326,9.19747805595398,1274,54,225.16129032258064,6980,54,normal
3393,114.19.61.199:59426<-->118.125.215.83:443,8.034308910369873,0.0,0.2550540566444397,8.16172981262207,1274,54,245.0606060606061,8087,54,normal
3394,171.27.107.92:59427<-->197.97.165.57:443,2.842384099960327,0.0,0.073963177204132,2.958527088165283,1464,54,340.219512195122,13949,54,normal
3395,17.102.173.187:59436<-->224.253.9.71:443,2.3662359714508057,0.0,0.1654501279195149,2.4817519187927246,1514,54,343.3125,5493,54,normal
3396,33.253.84.18:59437<-->198.16.206.158:443,9.073312997817991,0.0,0.3060623009999593,9.18186902999878,1274,54,224.80645161290323,6969,54,normal
3397,104.167.143.90:59438<-->110.249.203.19:443,8.022790908813477,0.0,0.2444805047091315,8.312337160110474,1274,54,233.45714285714288,8171,54,normal
3398,170.97.207.247:59439<-->162.244.94.14:443,9.034939050674438,0.0,0.3046133359273275,9.138400077819824,1274,54,224.7741935483871,6968,54,normal
3399,55.43.186.110:59440<-->96.133.218.204:443,158.49761509895325,0.0002338886260986,12.97916553570674,168.72915196418762,383,54,140.07142857142858,1961,54,normal
3400,149.88.230.235:59441<-->104.202.255.235:443,158.55685210227966,0.0003139972686767,12.97909608254066,168.72824907302856,319,54,128.64285714285714,1801,54,normal
3401,238.127.85.223:59442<-->217.175.32.141:443,158.55685210227966,0.0003139972686767,12.979096834476175,168.7282588481903,223,54,99.78571428571428,1397,54,normal
3402,69.147.209.162:59443<-->188.57.56.137:443,158.55685210227966,0.0001869201660156,12.979048765622652,168.72763395309448,275,54,110.35714285714286,1545,54,normal
3403,226.43.31.6:59444<-->135.49.13.147:80,0.0253560543060302,0.0,0.0102367060525076,0.0716569423675537,280,54,91.25,730,54,normal
3404,39.176.167.118:59445<-->203.170.221.104:80,0.0557770729064941,8.702278137207031e-05,0.0156601497105189,0.1096210479736328,286,54,114.375,915,54,normal
3405,42.174.66.37:59446<-->135.97.234.61:80,0.0255391597747802,0.0,0.010007449558803,0.0700521469116211,280,54,91.25,730,54,normal
3406,33.113.152.185:59447<-->90.40.41.145:80,0.0264468193054199,0.0,0.0104680061340332,0.0732760429382324,342,54,121.375,971,54,normal
3407,94.10.209.54:59448<-->29.78.141.117:443,7.996859073638916,0.0,0.2621229387098743,8.125811100006104,1274,54,250.28125,8009,54,normal
3408,18.232.190.157:59449<-->11.30.73.76:443,159.2430398464203,0.0001900196075439,13.032151075509878,169.41796398162842,239,54,110.64285714285714,1549,54,normal
3409,175.52.183.202:59450<-->151.70.34.121:80,0.0270969867706298,0.0,0.0109350000108991,0.0765450000762939,281,54,104.375,835,54,normal
3410,202.38.44.244:59451<-->246.78.240.62:443,9.00156307220459,0.0,0.3038326978683471,9.114980936050417,1274,54,224.06451612903223,6946,54,normal
3411,146.161.167.89:59452<-->203.235.121.2:443,7.99860692024231,0.0,0.2533239349722862,8.10636591911316,1274,54,244.33333333333331,8063,54,normal
3412,22.175.84.195:59453<-->28.249.89.186:443,40.78888988494873,0.0,3.104055968541948,195.5555260181427,1219,54,142.671875,9131,54,normal
3413,165.3.198.245:59454<-->167.251.148.0:443,6.952556133270264,0.0,0.3233083703301169,7.112784147262573,1274,54,354.30434782608694,8149,54,normal
3414,123.176.89.97:443<-->59.113.14.239:59455,6.262720823287964,0.0,0.1465295661579478,6.447300910949707,1464,54,293.5111111111111,13208,54,normal
3415,110.132.150.66:59862<-->139.147.238.237:443,0.1964929103851318,0.0,0.0161425314451518,0.3067080974578857,1292,64,332.8,6656,66,normal
3416,229.93.135.31:59464<-->194.249.69.7:443,160.55239605903623,0.0001850128173828,13.134806926433855,170.75249004364014,335,54,123.78571428571428,1733,54,normal
3417,51.56.99.0:59465<-->50.161.109.111:80,0.0284750461578369,0.0,0.0120454175131661,0.084317922592163,282,54,113.875,911,54,normal
3418,108.82.183.206:59466<-->150.118.130.23:443,8.992398977279663,0.0,0.3029521624247233,9.0885648727417,1274,54,224.7741935483871,6968,54,normal
3419,134.5.75.17:59467<-->30.126.190.222:443,7.989437103271484,0.0,0.2699713309605916,8.099139928817749,1274,54,255.9032258064516,7933,54,normal
3420,58.17.245.238:59478<-->18.174.40.15:443,8.994369983673096,0.0,0.3123711388686607,9.058763027191162,1274,54,230.4333333333333,6913,54,normal
3421,86.30.49.128:59479<-->135.198.217.107:443,7.983137845993042,0.0,0.2789063782527529,8.088284969329834,1274,54,261.9,7857,54,normal
3422,114.33.144.190:59480<-->36.97.222.172:443,8.968239068984985,0.0,0.3008440017700195,9.025320053100586,1274,54,224.80645161290323,6969,54,normal
